lambda,pbSimulation,pdSimulation,pbAnalytical,pdAnalytical
14.999999999999963,0.587653,0.346149,0.5873474067030315,0.34598592723925214
15.099999999999962,0.590463,0.344065,0.589877711998198,0.34389712299985187
15.199999999999962,0.592885,0.34199,0.5923783362045123,0.3418321906282952
15.299999999999962,0.594538,0.340203,0.5948497689276784,0.3397907544248898
15.399999999999961,0.59724,0.338468,0.5972924900736647,0.3377724454311064
15.499999999999961,0.599983,0.335639,0.5997069700434511,0.3357769013302666
15.59999999999996,0.601956,0.333997,0.6020936699256083,0.33380376634672926
15.69999999999996,0.605012,0.331929,0.6044530416865397,0.3318526911439067
15.79999999999996,0.607717,0.329669,0.6067855283582368,0.32992333272141616
15.89999999999996,0.609423,0.328142,0.6090915642234227,0.3280153543116401
15.99999999999996,0.611365,0.326005,0.6113715749979738,0.3261284252759429
16.09999999999996,0.613425,0.324553,0.6136259780105333,0.32426222100076707
16.19999999999996,0.616953,0.322191,0.6158551823792369,0.3224164227938122
16.29999999999996,0.618557,0.320433,0.6180595891854964,0.32059071778047243
16.399999999999963,0.619816,0.319119,0.6202395916447884,0.318784798800701
16.499999999999964,0.623414,0.316364,0.6223955752744145,0.3169983643064417
16.599999999999966,0.625026,0.314817,0.6245279180582094,0.31523111825975714
16.699999999999967,0.627046,0.313432,0.6266369906081771,0.3134827700317717
16.79999999999997,0.628608,0.312207,0.6287231563230479,0.3117530343025292
16.89999999999997,0.631227,0.310067,0.6307867715437596,0.3100416309618528
16.99999999999997,0.632752,0.308682,0.6328281857058652,0.30834828501129086
17.099999999999973,0.635121,0.306196,0.6348477414888795,0.30667272646721544
17.199999999999974,0.636837,0.305079,0.6368457749625854,0.3050146902651327
17.299999999999976,0.638996,0.303007,0.6388226157303204,0.30337391616525733
17.399999999999977,0.641,0.301232,0.6407785870692672,0.30175014865939753
17.49999999999998,0.642924,0.300399,0.6427140060677831,0.3001431368791846
17.59999999999998,0.645019,0.2988,0.644629183759799,0.29855263450567915
17.69999999999998,0.647395,0.296316,0.6465244252563239,0.2969783996803812
17.799999999999983,0.648383,0.2955,0.6484000298740934,0.29542019491766114
17.899999999999984,0.650427,0.293756,0.6502562912614039,0.2938777870186301
17.999999999999986,0.652548,0.292476,0.6520934975211741,0.29235094698645925
